temp,MC,MC_shuffled,MC_net,eff_rank,readout_dim,MC_first1,MC_first4,MC_first12
0.3,0.22965775933866117,0.0,0.22965775933866117,368,368,0.25330751830757736,0.4061034361805407,0.4064938219353479
0.5,0.15952775825951793,0.0,0.15952775825951793,368,368,0.23709423863036883,0.31845026237620844,0.3074732005482047
0.7,0.1646857332919991,0.0,0.1646857332919991,368,368,0.21990081694919672,0.2604310399248949,0.2660571932111577
1.0,0.03709060304009637,0.0,0.03709060304009637,368,368,0.2173641170627817,0.26286968762525376,0.20827517067132884
