system,degree,config,capacity,capacity_thr
reservoir_T1.0,2,"((4, 1), (7, 1))",0.0,0.0
reservoir_T1.0,3,"((4, 1), (7, 2))",0.0,0.0
reservoir_T1.0,4,"((4, 1), (7, 3))",0.0,0.0
reservoir_T1.0,3,"((4, 2), (7, 1))",0.0,0.0
reservoir_T1.0,4,"((4, 2), (7, 2))",0.0,0.0
reservoir_T1.0,4,"((4, 3), (7, 1))",0.0,0.0
reservoir_T1.0,2,"((4, 1), (8, 1))",0.0,0.0
reservoir_T1.0,3,"((4, 1), (8, 2))",0.0,0.0
reservoir_T1.0,4,"((4, 1), (8, 3))",0.0,0.0
reservoir_T1.0,3,"((4, 2), (8, 1))",0.0,0.0
reservoir_T1.0,4,"((4, 2), (8, 2))",0.0,0.0
reservoir_T1.0,4,"((4, 3), (8, 1))",0.0,0.0
reservoir_T1.0,2,"((5, 1), (6, 1))",0.0,0.0
reservoir_T1.0,3,"((5, 1), (6, 2))",0.0,0.0
reservoir_T1.0,4,"((5, 1), (6, 3))",0.0,0.0
reservoir_T1.0,3,"((5, 2), (6, 1))",0.0,0.0
reservoir_T1.0,4,"((5, 2), (6, 2))",0.0,0.0
reservoir_T1.0,4,"((5, 3), (6, 1))",0.0,0.0
reservoir_T1.0,2,"((5, 1), (7, 1))",0.0,0.0
reservoir_T1.0,3,"((5, 1), (7, 2))",0.0,0.0
reservoir_T1.0,4,"((5, 1), (7, 3))",0.0,0.0
reservoir_T1.0,3,"((5, 2), (7, 1))",0.0,0.0
reservoir_T1.0,4,"((5, 2), (7, 2))",0.0,0.0
reservoir_T1.0,4,"((5, 3), (7, 1))",0.0,0.0
reservoir_T1.0,2,"((5, 1), (8, 1))",0.0,0.0
reservoir_T1.0,3,"((5, 1), (8, 2))",0.0,0.0
reservoir_T1.0,4,"((5, 1), (8, 3))",0.0,0.0
reservoir_T1.0,3,"((5, 2), (8, 1))",0.0,0.0
reservoir_T1.0,4,"((5, 2), (8, 2))",0.0,0.0
reservoir_T1.0,4,"((5, 3), (8, 1))",0.0,0.0
reservoir_T1.0,2,"((6, 1), (7, 1))",0.0,0.0
reservoir_T1.0,3,"((6, 1), (7, 2))",0.0,0.0
reservoir_T1.0,4,"((6, 1), (7, 3))",0.0,0.0
reservoir_T1.0,3,"((6, 2), (7, 1))",0.0,0.0
reservoir_T1.0,4,"((6, 2), (7, 2))",0.0,0.0
reservoir_T1.0,4,"((6, 3), (7, 1))",0.0,0.0
reservoir_T1.0,2,"((6, 1), (8, 1))",0.0,0.0
reservoir_T1.0,3,"((6, 1), (8, 2))",0.0,0.0
reservoir_T1.0,4,"((6, 1), (8, 3))",0.0,0.0
reservoir_T1.0,3,"((6, 2), (8, 1))",0.0,0.0
reservoir_T1.0,4,"((6, 2), (8, 2))",0.0,0.0
reservoir_T1.0,4,"((6, 3), (8, 1))",0.0,0.0
reservoir_T1.0,2,"((7, 1), (8, 1))",0.0,0.0
reservoir_T1.0,3,"((7, 1), (8, 2))",0.0,0.0
reservoir_T1.0,4,"((7, 1), (8, 3))",0.0,0.0
reservoir_T1.0,3,"((7, 2), (8, 1))",0.0,0.0
reservoir_T1.0,4,"((7, 2), (8, 2))",0.0,0.0
reservoir_T1.0,4,"((7, 3), (8, 1))",0.0,0.0
