temp,MC_mean,MC_std,input_sensitivity_mean,input_sensitivity_std,free_change_rate_mean
0.0,0.5819653992045283,0.04380875305580684,0.7590579710144928,0.05422691864889772,0.7183628045907011
0.1,0.40858295323132704,0.03527098157337924,0.7318840579710145,0.04987644890556595,0.7272150568037642
0.2,0.41428521568164994,0.09623034703452864,0.7771739130434782,0.08289899412063442,0.7304304326076082
0.3,0.388121016811696,0.04520646959134249,0.6938405797101449,0.05991969350920734,0.7292051823012956
0.5,0.34243728917588045,0.04365632693592087,0.6920289855072465,0.032101531062806804,0.7490665622666407
0.7,0.2518729106558056,0.02651364652019885,0.7083333333333334,0.0687928896595925,0.8346020836505209
1.0,0.13337088175950895,0.021119184719036947,0.6286231884057971,0.03559217881229799,0.9875336218834055
