model,model_tag,arch,window,temp,pair,generation,hamming
distilroberta-base,distilroberta-base,local,3,0.8,0,43,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,44,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,45,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,46,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,47,47.0
distilroberta-base,distilroberta-base,local,3,0.8,0,48,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,49,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,50,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,51,47.0
distilroberta-base,distilroberta-base,local,3,0.8,0,52,47.0
distilroberta-base,distilroberta-base,local,3,0.8,0,53,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,54,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,55,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,56,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,57,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,58,47.0
distilroberta-base,distilroberta-base,local,3,0.8,0,59,47.0
distilroberta-base,distilroberta-base,local,3,0.8,0,60,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,61,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,62,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,63,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,64,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,65,47.0
distilroberta-base,distilroberta-base,local,3,0.8,0,66,47.0
distilroberta-base,distilroberta-base,local,3,0.8,0,67,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,68,47.0
distilroberta-base,distilroberta-base,local,3,0.8,0,69,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,70,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,71,47.0
distilroberta-base,distilroberta-base,local,3,0.8,0,72,46.0
distilroberta-base,distilroberta-base,local,3,0.8,0,73,47.0
distilroberta-base,distilroberta-base,local,3,0.8,0,74,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,75,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,76,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,77,48.0
distilroberta-base,distilroberta-base,local,3,0.8,0,78,46.0
distilroberta-base,distilroberta-base,local,3,0.8,0,79,45.0
distilroberta-base,distilroberta-base,local,3,0.8,0,80,48.0
distilroberta-base,distilroberta-base,local,3,0.8,1,0,1.0
distilroberta-base,distilroberta-base,local,3,0.8,1,1,3.0
distilroberta-base,distilroberta-base,local,3,0.8,1,2,8.0
distilroberta-base,distilroberta-base,local,3,0.8,1,3,9.0
distilroberta-base,distilroberta-base,local,3,0.8,1,4,12.0
distilroberta-base,distilroberta-base,local,3,0.8,1,5,13.0
distilroberta-base,distilroberta-base,local,3,0.8,1,6,12.0
distilroberta-base,distilroberta-base,local,3,0.8,1,7,16.0
distilroberta-base,distilroberta-base,local,3,0.8,1,8,20.0
distilroberta-base,distilroberta-base,local,3,0.8,1,9,21.0
distilroberta-base,distilroberta-base,local,3,0.8,1,10,24.0
distilroberta-base,distilroberta-base,local,3,0.8,1,11,27.0
distilroberta-base,distilroberta-base,local,3,0.8,1,12,33.0
distilroberta-base,distilroberta-base,local,3,0.8,1,13,36.0
distilroberta-base,distilroberta-base,local,3,0.8,1,14,38.0
distilroberta-base,distilroberta-base,local,3,0.8,1,15,41.0
distilroberta-base,distilroberta-base,local,3,0.8,1,16,45.0
distilroberta-base,distilroberta-base,local,3,0.8,1,17,45.0
distilroberta-base,distilroberta-base,local,3,0.8,1,18,44.0
distilroberta-base,distilroberta-base,local,3,0.8,1,19,45.0
distilroberta-base,distilroberta-base,local,3,0.8,1,20,43.0
distilroberta-base,distilroberta-base,local,3,0.8,1,21,46.0
distilroberta-base,distilroberta-base,local,3,0.8,1,22,46.0
distilroberta-base,distilroberta-base,local,3,0.8,1,23,45.0
distilroberta-base,distilroberta-base,local,3,0.8,1,24,44.0
distilroberta-base,distilroberta-base,local,3,0.8,1,25,45.0
distilroberta-base,distilroberta-base,local,3,0.8,1,26,44.0
distilroberta-base,distilroberta-base,local,3,0.8,1,27,43.0
distilroberta-base,distilroberta-base,local,3,0.8,1,28,40.0
distilroberta-base,distilroberta-base,local,3,0.8,1,29,41.0
distilroberta-base,distilroberta-base,local,3,0.8,1,30,40.0
distilroberta-base,distilroberta-base,local,3,0.8,1,31,42.0
distilroberta-base,distilroberta-base,local,3,0.8,1,32,43.0
distilroberta-base,distilroberta-base,local,3,0.8,1,33,40.0
distilroberta-base,distilroberta-base,local,3,0.8,1,34,43.0
distilroberta-base,distilroberta-base,local,3,0.8,1,35,42.0
distilroberta-base,distilroberta-base,local,3,0.8,1,36,44.0
distilroberta-base,distilroberta-base,local,3,0.8,1,37,42.0
distilroberta-base,distilroberta-base,local,3,0.8,1,38,45.0
distilroberta-base,distilroberta-base,local,3,0.8,1,39,44.0
distilroberta-base,distilroberta-base,local,3,0.8,1,40,44.0
distilroberta-base,distilroberta-base,local,3,0.8,1,41,43.0
distilroberta-base,distilroberta-base,local,3,0.8,1,42,43.0
distilroberta-base,distilroberta-base,local,3,0.8,1,43,43.0
distilroberta-base,distilroberta-base,local,3,0.8,1,44,44.0
distilroberta-base,distilroberta-base,local,3,0.8,1,45,47.0
distilroberta-base,distilroberta-base,local,3,0.8,1,46,45.0
distilroberta-base,distilroberta-base,local,3,0.8,1,47,46.0
distilroberta-base,distilroberta-base,local,3,0.8,1,48,43.0
distilroberta-base,distilroberta-base,local,3,0.8,1,49,45.0
distilroberta-base,distilroberta-base,local,3,0.8,1,50,46.0
distilroberta-base,distilroberta-base,local,3,0.8,1,51,48.0
distilroberta-base,distilroberta-base,local,3,0.8,1,52,45.0
distilroberta-base,distilroberta-base,local,3,0.8,1,53,47.0
distilroberta-base,distilroberta-base,local,3,0.8,1,54,43.0
distilroberta-base,distilroberta-base,local,3,0.8,1,55,47.0
distilroberta-base,distilroberta-base,local,3,0.8,1,56,46.0
distilroberta-base,distilroberta-base,local,3,0.8,1,57,47.0
distilroberta-base,distilroberta-base,local,3,0.8,1,58,45.0
distilroberta-base,distilroberta-base,local,3,0.8,1,59,47.0
distilroberta-base,distilroberta-base,local,3,0.8,1,60,45.0
distilroberta-base,distilroberta-base,local,3,0.8,1,61,45.0
distilroberta-base,distilroberta-base,local,3,0.8,1,62,44.0
distilroberta-base,distilroberta-base,local,3,0.8,1,63,46.0
distilroberta-base,distilroberta-base,local,3,0.8,1,64,43.0
distilroberta-base,distilroberta-base,local,3,0.8,1,65,48.0
distilroberta-base,distilroberta-base,local,3,0.8,1,66,45.0
distilroberta-base,distilroberta-base,local,3,0.8,1,67,46.0
distilroberta-base,distilroberta-base,local,3,0.8,1,68,46.0
distilroberta-base,distilroberta-base,local,3,0.8,1,69,47.0
distilroberta-base,distilroberta-base,local,3,0.8,1,70,46.0
distilroberta-base,distilroberta-base,local,3,0.8,1,71,45.0
distilroberta-base,distilroberta-base,local,3,0.8,1,72,47.0
distilroberta-base,distilroberta-base,local,3,0.8,1,73,47.0
distilroberta-base,distilroberta-base,local,3,0.8,1,74,46.0
distilroberta-base,distilroberta-base,local,3,0.8,1,75,46.0
distilroberta-base,distilroberta-base,local,3,0.8,1,76,45.0
distilroberta-base,distilroberta-base,local,3,0.8,1,77,47.0
distilroberta-base,distilroberta-base,local,3,0.8,1,78,46.0
distilroberta-base,distilroberta-base,local,3,0.8,1,79,47.0
distilroberta-base,distilroberta-base,local,3,0.8,1,80,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,0,1.0
distilroberta-base,distilroberta-base,local,3,0.8,2,1,1.0
distilroberta-base,distilroberta-base,local,3,0.8,2,2,3.0
distilroberta-base,distilroberta-base,local,3,0.8,2,3,5.0
distilroberta-base,distilroberta-base,local,3,0.8,2,4,10.0
distilroberta-base,distilroberta-base,local,3,0.8,2,5,12.0
distilroberta-base,distilroberta-base,local,3,0.8,2,6,15.0
distilroberta-base,distilroberta-base,local,3,0.8,2,7,19.0
distilroberta-base,distilroberta-base,local,3,0.8,2,8,21.0
distilroberta-base,distilroberta-base,local,3,0.8,2,9,23.0
distilroberta-base,distilroberta-base,local,3,0.8,2,10,28.0
distilroberta-base,distilroberta-base,local,3,0.8,2,11,29.0
distilroberta-base,distilroberta-base,local,3,0.8,2,12,30.0
distilroberta-base,distilroberta-base,local,3,0.8,2,13,33.0
distilroberta-base,distilroberta-base,local,3,0.8,2,14,35.0
distilroberta-base,distilroberta-base,local,3,0.8,2,15,38.0
distilroberta-base,distilroberta-base,local,3,0.8,2,16,39.0
distilroberta-base,distilroberta-base,local,3,0.8,2,17,42.0
distilroberta-base,distilroberta-base,local,3,0.8,2,18,45.0
distilroberta-base,distilroberta-base,local,3,0.8,2,19,45.0
distilroberta-base,distilroberta-base,local,3,0.8,2,20,45.0
distilroberta-base,distilroberta-base,local,3,0.8,2,21,45.0
distilroberta-base,distilroberta-base,local,3,0.8,2,22,44.0
distilroberta-base,distilroberta-base,local,3,0.8,2,23,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,24,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,25,46.0
distilroberta-base,distilroberta-base,local,3,0.8,2,26,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,27,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,28,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,29,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,30,46.0
distilroberta-base,distilroberta-base,local,3,0.8,2,31,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,32,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,33,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,34,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,35,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,36,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,37,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,38,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,39,46.0
distilroberta-base,distilroberta-base,local,3,0.8,2,40,46.0
distilroberta-base,distilroberta-base,local,3,0.8,2,41,46.0
distilroberta-base,distilroberta-base,local,3,0.8,2,42,46.0
distilroberta-base,distilroberta-base,local,3,0.8,2,43,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,44,46.0
distilroberta-base,distilroberta-base,local,3,0.8,2,45,46.0
distilroberta-base,distilroberta-base,local,3,0.8,2,46,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,47,45.0
distilroberta-base,distilroberta-base,local,3,0.8,2,48,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,49,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,50,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,51,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,52,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,53,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,54,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,55,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,56,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,57,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,58,46.0
distilroberta-base,distilroberta-base,local,3,0.8,2,59,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,60,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,61,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,62,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,63,46.0
distilroberta-base,distilroberta-base,local,3,0.8,2,64,46.0
distilroberta-base,distilroberta-base,local,3,0.8,2,65,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,66,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,67,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,68,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,69,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,70,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,71,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,72,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,73,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,74,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,75,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,76,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,77,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,78,47.0
distilroberta-base,distilroberta-base,local,3,0.8,2,79,48.0
distilroberta-base,distilroberta-base,local,3,0.8,2,80,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,0,1.0
distilroberta-base,distilroberta-base,local,3,0.8,3,1,4.0
distilroberta-base,distilroberta-base,local,3,0.8,3,2,8.0
distilroberta-base,distilroberta-base,local,3,0.8,3,3,12.0
distilroberta-base,distilroberta-base,local,3,0.8,3,4,15.0
distilroberta-base,distilroberta-base,local,3,0.8,3,5,17.0
distilroberta-base,distilroberta-base,local,3,0.8,3,6,19.0
distilroberta-base,distilroberta-base,local,3,0.8,3,7,24.0
distilroberta-base,distilroberta-base,local,3,0.8,3,8,28.0
distilroberta-base,distilroberta-base,local,3,0.8,3,9,33.0
distilroberta-base,distilroberta-base,local,3,0.8,3,10,39.0
distilroberta-base,distilroberta-base,local,3,0.8,3,11,39.0
distilroberta-base,distilroberta-base,local,3,0.8,3,12,44.0
distilroberta-base,distilroberta-base,local,3,0.8,3,13,46.0
distilroberta-base,distilroberta-base,local,3,0.8,3,14,46.0
distilroberta-base,distilroberta-base,local,3,0.8,3,15,46.0
distilroberta-base,distilroberta-base,local,3,0.8,3,16,45.0
distilroberta-base,distilroberta-base,local,3,0.8,3,17,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,18,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,19,47.0
distilroberta-base,distilroberta-base,local,3,0.8,3,20,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,21,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,22,47.0
distilroberta-base,distilroberta-base,local,3,0.8,3,23,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,24,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,25,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,26,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,27,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,28,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,29,47.0
distilroberta-base,distilroberta-base,local,3,0.8,3,30,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,31,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,32,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,33,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,34,47.0
distilroberta-base,distilroberta-base,local,3,0.8,3,35,47.0
distilroberta-base,distilroberta-base,local,3,0.8,3,36,47.0
distilroberta-base,distilroberta-base,local,3,0.8,3,37,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,38,47.0
distilroberta-base,distilroberta-base,local,3,0.8,3,39,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,40,47.0
distilroberta-base,distilroberta-base,local,3,0.8,3,41,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,42,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,43,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,44,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,45,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,46,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,47,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,48,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,49,47.0
distilroberta-base,distilroberta-base,local,3,0.8,3,50,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,51,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,52,47.0
distilroberta-base,distilroberta-base,local,3,0.8,3,53,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,54,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,55,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,56,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,57,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,58,47.0
distilroberta-base,distilroberta-base,local,3,0.8,3,59,47.0
distilroberta-base,distilroberta-base,local,3,0.8,3,60,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,61,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,62,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,63,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,64,47.0
distilroberta-base,distilroberta-base,local,3,0.8,3,65,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,66,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,67,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,68,47.0
distilroberta-base,distilroberta-base,local,3,0.8,3,69,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,70,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,71,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,72,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,73,47.0
distilroberta-base,distilroberta-base,local,3,0.8,3,74,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,75,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,76,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,77,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,78,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,79,48.0
distilroberta-base,distilroberta-base,local,3,0.8,3,80,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,0,1.0
distilroberta-base,distilroberta-base,local,3,0.8,4,1,5.0
distilroberta-base,distilroberta-base,local,3,0.8,4,2,8.0
distilroberta-base,distilroberta-base,local,3,0.8,4,3,13.0
distilroberta-base,distilroberta-base,local,3,0.8,4,4,18.0
distilroberta-base,distilroberta-base,local,3,0.8,4,5,21.0
distilroberta-base,distilroberta-base,local,3,0.8,4,6,23.0
distilroberta-base,distilroberta-base,local,3,0.8,4,7,28.0
distilroberta-base,distilroberta-base,local,3,0.8,4,8,29.0
distilroberta-base,distilroberta-base,local,3,0.8,4,9,34.0
distilroberta-base,distilroberta-base,local,3,0.8,4,10,37.0
distilroberta-base,distilroberta-base,local,3,0.8,4,11,44.0
distilroberta-base,distilroberta-base,local,3,0.8,4,12,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,13,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,14,45.0
distilroberta-base,distilroberta-base,local,3,0.8,4,15,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,16,46.0
distilroberta-base,distilroberta-base,local,3,0.8,4,17,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,18,45.0
distilroberta-base,distilroberta-base,local,3,0.8,4,19,46.0
distilroberta-base,distilroberta-base,local,3,0.8,4,20,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,21,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,22,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,23,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,24,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,25,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,26,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,27,46.0
distilroberta-base,distilroberta-base,local,3,0.8,4,28,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,29,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,30,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,31,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,32,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,33,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,34,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,35,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,36,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,37,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,38,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,39,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,40,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,41,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,42,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,43,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,44,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,45,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,46,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,47,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,48,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,49,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,50,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,51,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,52,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,53,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,54,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,55,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,56,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,57,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,58,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,59,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,60,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,61,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,62,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,63,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,64,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,65,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,66,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,67,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,68,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,69,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,70,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,71,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,72,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,73,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,74,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,75,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,76,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,77,47.0
distilroberta-base,distilroberta-base,local,3,0.8,4,78,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,79,48.0
distilroberta-base,distilroberta-base,local,3,0.8,4,80,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,0,1.0
distilroberta-base,distilroberta-base,local,3,0.8,5,1,1.0
distilroberta-base,distilroberta-base,local,3,0.8,5,2,3.0
distilroberta-base,distilroberta-base,local,3,0.8,5,3,5.0
distilroberta-base,distilroberta-base,local,3,0.8,5,4,11.0
distilroberta-base,distilroberta-base,local,3,0.8,5,5,10.0
distilroberta-base,distilroberta-base,local,3,0.8,5,6,14.0
distilroberta-base,distilroberta-base,local,3,0.8,5,7,19.0
distilroberta-base,distilroberta-base,local,3,0.8,5,8,21.0
distilroberta-base,distilroberta-base,local,3,0.8,5,9,26.0
distilroberta-base,distilroberta-base,local,3,0.8,5,10,30.0
distilroberta-base,distilroberta-base,local,3,0.8,5,11,36.0
distilroberta-base,distilroberta-base,local,3,0.8,5,12,38.0
distilroberta-base,distilroberta-base,local,3,0.8,5,13,39.0
distilroberta-base,distilroberta-base,local,3,0.8,5,14,43.0
distilroberta-base,distilroberta-base,local,3,0.8,5,15,46.0
distilroberta-base,distilroberta-base,local,3,0.8,5,16,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,17,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,18,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,19,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,20,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,21,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,22,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,23,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,24,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,25,46.0
distilroberta-base,distilroberta-base,local,3,0.8,5,26,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,27,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,28,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,29,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,30,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,31,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,32,45.0
distilroberta-base,distilroberta-base,local,3,0.8,5,33,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,34,46.0
distilroberta-base,distilroberta-base,local,3,0.8,5,35,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,36,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,37,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,38,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,39,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,40,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,41,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,42,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,43,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,44,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,45,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,46,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,47,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,48,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,49,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,50,46.0
distilroberta-base,distilroberta-base,local,3,0.8,5,51,47.0
distilroberta-base,distilroberta-base,local,3,0.8,5,52,45.0
distilroberta-base,distilroberta-base,local,3,0.8,5,53,46.0
distilroberta-base,distilroberta-base,local,3,0.8,5,54,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,55,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,56,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,57,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,58,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,59,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,60,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,61,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,62,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,63,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,64,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,65,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,66,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,67,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,68,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,69,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,70,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,71,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,72,48.0
distilroberta-base,distilroberta-base,local,3,0.8,5,73,48.0
