temp,IPC_total,threshold,readout_dim,deg1,deg2,deg3,deg4
0.3,0.6553553944394689,0.0,368,0.27851204914309513,0.15452263855263604,0.179651833598103,0.04266887314563472
0.5,0.36476914235593905,0.0,368,0.205178051816175,0.09192099951256316,0.0676700910272009,0.0
0.7,0.23708695135112978,0.0,368,0.1614689626854462,0.0,0.07561798866568359,0.0
1.0,0.18231678070382962,0.0,368,0.18231678070382962,0.0,0.0,0.0
linear_esn,55.326994107817214,0.0022007169129905878,368,8.884933409462729,0.0,46.44206069835448,0.0
random_token,0.0,0.0,368,0.0,0.0,0.0,0.0
